year,country,life_ladder,log_gdp_per_capita,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect,latitude,longitude,tavg,tmin,tmax,wdir,wspd,pres
2019,Paraguay,5.653,9.448,0.892,65.9,0.876,0.028,0.882,0.858,0.275,-25.26374,-57.575926,23.96739726,18.81181319,29.78159341,119.5939394,12.01868132,1012.803022
2019,Peru,5.999,9.461,0.809,68.4,0.815,-0.13,0.874,0.82,0.375,-12.046374,-77.042793,19.43260274,17.58876712,22.10054795,187.3178082,13.3060274,1013.570411
2019,Philippines,6.268,9.095,0.845,62,0.91,-0.083,0.748,0.781,0.341,14.599512,120.98422,28.32547945,25.26383562,31.6969863,151.9808219,9.291780822,1010.343836
2019,Poland,6.242,10.407,0.878,69.7,0.883,-0.231,0.696,0.725,0.168,52.229676,21.012229,11.25479452,6.898901099,15.475,197.1236264,13.0021978,1014.997527
2019,Portugal,6.095,10.457,0.876,72.6,0.882,-0.234,0.915,0.71,0.3,38.722252,-9.139337,17.38164384,13.90767123,21.62575342,230.6950549,12.83681319,1016.987088
2019,Romania,6.13,10.306,0.842,67.5,0.848,-0.221,0.954,0.697,0.244,44.426767,26.102538,13.61753425,8.658356164,19.42712329,155.978022,5.922802198,1016.256044
2019,Russia,5.441,10.205,0.91,64.7,0.715,-0.116,0.848,0.691,0.2,55.755826,37.6173,8.276438356,4.700547945,11.8630137,208.2435424,8.427548209,1014.649554
2019,Senegal,5.489,8.13,0.688,60,0.759,-0.019,0.796,0.789,0.332,14.764504,-17.366029,24.33917808,21.67013699,27.53506849,213.6191781,14.57726027,1012.723836
2019,Serbia,6.241,9.808,0.903,68.6,0.753,-0.04,0.813,0.509,0.242,44.786568,20.448922,15.03260274,10.77232877,20.02931507,193.2664835,7.290384615,1016.067857
2019,Sierra Leone,3.447,7.449,0.611,52.4,0.718,0.074,0.874,0.513,0.438,8.465677,-13.231722,27.3690411,24.15753425,30.50821918,261.9660057,10.46109589,1011.392603
2019,Singapore,6.378,11.486,0.925,77.1,0.938,0.027,0.07,0.723,0.138,1.280095,103.850949,28.92191781,26.61424658,32.2369863,115.2246575,10.35589041,1009.774247
2019,Slovakia,6.243,10.398,0.933,69.2,0.771,-0.129,0.926,0.75,0.252,48.145892,17.107137,12.69148352,8.337637363,17.03571429,199.7142857,14.00412088,1016.270055
2019,Slovenia,6.665,10.563,0.949,71.4,0.945,-0.102,0.785,0.679,0.228,46.056947,14.505751,13.89534247,9.529315068,18.97671233,197.1428571,5.784340659,1016.553297
2019,South Korea,5.903,10.661,0.783,73.9,0.706,-0.055,0.718,0.684,0.236,37.566535,126.977969,13.69753425,8.540740741,16.11881919,251.4731707,6.953136531,1017.133712
2019,Spain,6.457,10.618,0.949,74.7,0.778,-0.049,0.73,0.663,0.316,40.416775,-3.70379,13.33671233,8.843013699,18.79972603,0,0,0
2019,Sri Lanka,4.213,9.479,0.815,67.4,0.824,0.051,0.863,0.816,0.315,6.89407,79.902478,27.70246575,24.70410959,30.91835616,159.3021978,6.088219178,1010.219726
2019,Sweden,7.398,10.882,0.934,72.7,0.942,0.091,0.25,0.826,0.202,59.329323,18.068581,7.801098901,4.08630137,11.14876712,197.9176136,11.65906593,1010.983242
2019,Thailand,6.022,9.824,0.903,67.4,0.898,0.309,0.877,0.843,0.208,13.756331,100.501765,29.07890411,25.87561644,33.72164384,157.2438356,2.001369863,1009.536712
2019,Togo,4.179,7.375,0.539,55.1,0.617,0.065,0.737,0.59,0.444,6.172497,1.231362,27.65506849,24.76246575,31.33972603,223.960961,14.13835616,1011.529863
2019,Tunisia,4.315,9.283,0.61,67.2,0.659,-0.209,0.889,0.539,0.433,36.806495,10.181532,19.21917808,14.89068493,24.37561644,212.8575342,13.80465753,1015.647945
2019,Turkmenistan,5.474,9.651,0.982,62.6,0.892,0.285,0,0.51,0.183,37.960077,58.326063,19.22273973,13.71506849,24.75013699,194.1287671,11.85753425,1015.6
2019,Ukraine,4.702,9.458,0.883,64.9,0.715,-0.081,0.885,0.634,0.201,50.4501,30.5234,10.90383562,6.374725275,15.53890411,196.9587912,11.39862637,1015.482143
2019,United Arab Emirates,6.711,11.114,0.862,67.3,0.911,0.129,0,0.793,0.284,24.299174,54.697277,28.64356164,23.78328767,34.5369863,172.7342466,14.49260274,1008.409589
2019,United Kingdom,7.157,10.751,0.943,72.5,0.854,0.271,0.485,0.775,0.251,51.507351,-0.127758,10.45890411,7.184615385,13.85714286,200.6126374,13.68571429,1014.062637
2019,United States,6.944,11.043,0.917,68.2,0.836,0.144,0.707,0.815,0.244,38.907192,-77.036871,15.25479452,10.87945205,20.1890411,186.0220994,13.64246575,1017.742582
2019,Uruguay,6.6,9.979,0.933,69.1,0.903,-0.095,0.599,0.889,0.222,-34.901113,-56.164531,16.81123288,12.88164384,20.87342466,152.7423823,12.42630137,1015.746301
2019,Venezuela,5.081,0,0.888,66.7,0.626,0,0.839,0.761,0.351,10.480594,-66.903606,26.35013699,23.65331492,29.9801105,94.27065527,7.412154696,1013.065546
2019,Vietnam,5.467,8.992,0.848,68.1,0.952,-0.126,0.788,0.751,0.186,21.027764,105.83416,24.78739726,21.82465753,28.37287671,111.5331126,10.24438356,1010.626301
2020,Albania,5.365,9.497,0.71,69.3,0.754,0.007,0.891,0.679,0.265,41.327546,19.818698,16.15928962,9.680601093,23.78219178,195.1780822,7.606575342,1016.155342
2020,Argentina,5.901,9.85,0.897,69.2,0.823,-0.122,0.816,0.764,0.342,-34.603684,-58.381559,17.58907104,13.76721311,22.07786885,147.9071038,13.80956284,1016.039617
2020,Austria,7.213,10.851,0.925,73.6,0.912,0.011,0.464,0.769,0.206,48.208174,16.373819,13.50710383,10.34125683,16.81202186,220.2246575,11.68520548,1017.786849
2020,Bahrain,6.173,10.62,0.848,69.7,0.945,0.132,0,0.79,0.297,26.228516,50.58605,27.74262295,24.80191257,31.48497268,235.9344262,15.46885246,1009.213661
2020,Bangladesh,5.28,8.472,0.739,65.3,0.777,-0.009,0.742,0.582,0.332,23.810332,90.412518,26.09508197,22.87759563,30.03278689,187.7312139,8.417213115,1008.554918
2020,Belgium,6.839,10.771,0.904,72.4,0.767,-0.164,0.634,0.647,0.26,50.85034,4.35171,12.35737705,8.419178082,16.31420765,180.7945205,13.81972603,1015.619178
2020,Benin,4.408,8.102,0.507,55.1,0.783,-0.083,0.532,0.609,0.305,6.496857,2.628852,27.39453552,24.49726776,30.35729167,0,0,0
2020,Cambodia,4.377,8.362,0.724,62.4,0.963,0.052,0.863,0.878,0.39,11.544873,104.892167,28.79644809,24.5989071,33.34016393,168.5534591,9.476775956,1008.326776
2020,Canada,7.025,10.73,0.931,74,0.887,0.05,0.434,0.796,0.307,45.42153,-75.697193,7.705737705,2.76420765,12.63442623,203.0465753,12.04876712,1015.387945
2020,China,5.771,9.702,0.808,69.9,0.891,-0.103,0,0.789,0.245,39.904211,116.407395,13.03579235,7.240983607,20.58469945,171.2547945,9.276775956,1016.94153
2020,Croatia,6.508,10.166,0.923,71.4,0.837,-0.063,0.961,0.743,0.286,45.815011,15.981919,14.36120219,9.708767123,18.52383562,155.1342466,7.735342466,1018.05589
2020,Czech Republic,6.897,10.53,0.964,71.3,0.906,-0.127,0.884,0.832,0.29,50.075538,14.4378,12.19562842,7.743715847,16.28630137,222.0383562,8.004383562,1017.48
2020,Denmark,7.515,10.91,0.947,73,0.938,0.052,0.214,0.818,0.227,55.676097,12.568337,10.25342466,7.361643836,12.91671233,200.1616438,17.86356164,1013.779452
2020,Dominican Republic,5.168,9.802,0.806,66.4,0.835,-0.128,0.636,0.734,0.314,18.486058,-69.931212,27.07404372,23.6931694,32.08715847,68.78630137,7.386612022,1015.184153
2020,Egypt,4.472,9.383,0.673,62.3,0.77,-0.112,0,0.599,0.442,30.04442,31.235712,22.75628415,18.17185792,27.89590164,194.8879781,15.95382514,1013.769672
2020,El Salvador,5.462,9.019,0.696,66.7,0.924,-0.126,0.583,0.839,0.329,13.69294,-89.218191,27.13387978,22.90491803,32.18087432,113.1530055,8.318032787,1010.762568
2020,Estonia,6.453,10.459,0.958,69,0.954,-0.082,0.398,0.807,0.188,59.436961,24.753575,7.991803279,4.696721311,11.01147541,196.460274,11.77178082,1011.563014
2020,Finland,7.889,10.75,0.962,72.1,0.962,-0.116,0.164,0.744,0.193,60.173324,24.941025,8.263934426,5.431967213,11.07568306,212.3561644,16.3690411,1011.055616
2020,France,6.714,10.643,0.947,74.2,0.823,-0.169,0.565,0.732,0.231,48.856614,2.352222,13.95327869,10.10983607,18.53770492,186.8219178,11.67534247,1016.644384
2020,Germany,7.312,10.833,0.905,72.8,0.864,-0.06,0.424,0.76,0.206,52.520007,13.404954,11.03387978,7.417759563,14.6920765,206.2082192,13.79535519,1015.70082
2020,Ghana,5.319,8.59,0.643,58,0.824,0.2,0.847,0.713,0.253,5.603717,-0.186964,27.64918033,25.00054645,31.6489071,215.6092896,15.49617486,1011.613661
2020,Greece,5.788,10.215,0.779,72.8,0.565,-0.241,0.764,0.684,0.322,37.983917,23.72936,19.01420765,15.05,23.41120219,176.8038674,7.52109589,1015.473699
2020,Hungary,6.038,10.335,0.943,68.4,0.771,-0.12,0.836,0.735,0.24,47.497912,19.040235,12.13907104,7.640710383,16.73333333,202.4191781,8.982191781,1018.147945
2020,Iceland,7.575,10.824,0.983,73,0.949,0.16,0.644,0.863,0.172,64.126521,-21.817439,5.077868852,2.318579235,8.009836066,160.7622951,18.76311475,1002.150546
2020,India,4.225,8.703,0.617,60.9,0.906,0.075,0.78,0.752,0.383,28.613939,77.209021,25.71010929,18.89098361,32.79262295,216.6564246,5.699180328,1008.45
2020,Iraq,4.785,9.167,0.708,61.4,0.7,-0.021,0.849,0.644,0.532,33.312806,44.361488,24.13743169,17.24289617,30.99972678,241.1205479,13.08989071,1010.143443
2020,Ireland,7.035,11.323,0.96,72.5,0.882,0.014,0.356,0.797,0.246,53.349805,-6.26031,9.829781421,6.780601093,14.19344262,204.9068493,18.23232877,1012.280822
2020,Israel,7.195,10.538,0.959,73.7,0.831,-0.049,0.748,0.621,0.243,32.0853,34.781768,20.95874317,16.18060109,26.17704918,185.5890411,10.95013699,1013.083288
2020,Italy,6.488,10.563,0.89,74,0.718,-0.15,0.844,0.67,0.311,41.902784,12.496366,17.10710383,12.06584699,22.40081967,148.8136986,9.795616438,1016.363562
2020,Japan,6.118,10.58,0.887,75.2,0.806,-0.259,0.609,0.742,0.186,35.709026,139.731992,16.15901639,12.60245902,20.12978142,192.3934426,9.921857923,1013.924863
2020,Kazakhstan,6.168,10.135,0.966,65.8,0.872,-0.056,0.661,0.684,0.15,51.160523,71.470356,6.286612022,2.727322404,12.10382514,184.408046,8.976775956,1020.784699
2020,Kyrgyzstan,6.25,8.503,0.902,64.7,0.935,0.103,0.931,0.803,0.258,42.874621,74.569762,10.13454039,3.995543175,16.61671309,147.0206186,11.31347305,1018.016774
2020,Laos,5.284,8.96,0.66,59.5,0.915,0.141,0.748,0.822,0.358,17.975706,102.633104,28.18770492,23.03442623,33.28879781,141.4535519,5.640983607,1009.042896
2020,Latvia,6.229,10.3,0.928,67.4,0.82,-0.078,0.809,0.714,0.202,56.949649,24.105186,9.392054795,6.595616438,12.14821918,193.4109589,12.55561644,1013.694795
2020,Lithuania,6.391,10.504,0.953,68.5,0.824,-0.122,0.829,0.66,0.202,54.687156,25.279651,9.298360656,5.566849315,13.61424658,196.1802817,14.38136986,1014.901644
2020,Malta,6.157,0,0.938,72.2,0.931,0,0.675,0.601,0.411,35.898909,14.514553,19.52513661,16.15561644,23.41256831,220.0958904,15.95369863,1016.959178
2020,Mauritius,6.015,9.972,0.893,67,0.843,-0.037,0.772,0.767,0.138,-20.166896,57.502332,24.27240437,21.83879781,27.02786885,114.7377049,16.67923497,1016.622404
2020,Moldova,5.812,9.462,0.874,66.4,0.859,-0.058,0.941,0.727,0.268,47.010453,28.86381,13.12349727,7.765846995,18.34617486,201.8214286,12.67232877,1016.911233
2020,Montenegro,5.722,9.913,0.887,68.9,0.802,0.06,0.845,0.603,0.411,42.43042,19.259364,17.21693989,11.61885246,21.60657534,123.3922652,7.624931507,1016.875342
2020,Morocco,4.803,8.871,0.553,66.5,0.819,-0.229,0.803,0.587,0.256,33.97159,-6.849813,17.85628415,12.47506849,22.89369863,210.0767123,10.70794521,1017.545753
2020,Netherlands,7.504,10.901,0.944,72.5,0.935,0.151,0.281,0.784,0.247,52.370216,4.895168,11.42849315,7.936712329,14.81150685,188.9369863,18.72383562,1014.649863
2020,New Zealand,7.257,10.6,0.952,73.6,0.918,0.125,0.283,0.849,0.209,-41.28646,174.776236,13.70163934,11.23989071,16.32185792,140.1068493,25.32767123,1015.654247
2020,Norway,7.29,11.042,0.956,73.4,0.965,0.075,0.271,0.823,0.216,59.913869,10.752245,8.808196721,5.244535519,12.77103825,156.2520548,11.09753425,1009.76411
2020,Philippines,5.08,9.061,0.781,62.1,0.932,-0.116,0.744,0.804,0.327,14.599512,120.98422,28.54617486,25.47677596,31.80327869,146.9945355,8.106830601,1010.289344
2020,Poland,6.139,10.371,0.953,70.1,0.767,-0.007,0.787,0.76,0.329,52.229676,21.012229,10.8215847,6.49369863,14.93835616,196.1232877,12.00712329,1016.45726
2020,Portugal,5.768,10.371,0.875,72.8,0.913,-0.238,0.867,0.648,0.383,38.722252,-9.139337,17.69016393,14.2136612,21.40739726,226.7534247,12.04109589,1019.410411
2020,Russia,5.495,10.162,0.887,65.1,0.714,-0.071,0.823,0.645,0.19,55.755826,37.6173,8.539071038,5.180327869,11.92622951,212.1265823,4.110928962,1015.886339
2020,Serbia,6.042,9.788,0.852,69,0.843,0.149,0.824,0.603,0.358,44.786568,20.448922,14.13087432,10.2010929,19.04480874,198.5123288,7.071232877,1017.736986
2020,Slovakia,6.519,10.332,0.954,69.5,0.762,-0.075,0.901,0.764,0.274,48.145892,17.107137,12.0830137,7.798082192,16.40739726,193.5616438,13.34575342,1017.996986
2020,Slovenia,6.462,10.478,0.953,71.7,0.958,-0.081,0.797,0.61,0.314,46.056947,14.505751,13.41038251,8.978688525,18.63333333,160.630137,5.787671233,1018.235342
2020,South Korea,5.793,10.648,0.808,74.2,0.711,-0.106,0.665,0.64,0.247,37.566535,126.977969,13.37377049,9.704735376,18.17492795,218.1622419,8.471681416,1016.017804
2020,Spain,6.502,10.488,0.935,75,0.783,-0.121,0.73,0.686,0.317,40.416775,-3.70379,13.36730769,9.22568306,18.12438356,0,0,0
2020,Sweden,7.314,10.838,0.936,72.8,0.951,0.091,0.203,0.766,0.222,59.329323,18.068581,8.991506849,5.174590164,12.34153005,195.690411,14.59068493,1010.781644
2020,Thailand,5.885,9.769,0.867,67.6,0.84,0.273,0.918,0.783,0.326,13.756331,100.501765,29.01612022,25.78661202,33.73989071,164.9726776,2.136065574,1009.142896
2020,Tunisia,4.731,9.231,0.719,67.5,0.668,-0.202,0.877,0.585,0.439,36.806495,10.181532,19.35245902,14.83169399,24.61666667,204.2923497,12.81994536,1017.313661
2020,Ukraine,5.27,9.428,0.885,65.2,0.784,0.126,0.946,0.688,0.285,50.4501,30.5234,11.18114754,6.712328767,15.74945355,205.2547945,11.42547945,1016.595068
2020,United Arab Emirates,6.458,11.053,0.827,67.5,0.942,0.06,0,0.752,0.298,24.299174,54.697277,28.67431694,22.98360656,35.1579235,179.6010929,13.69508197,1008.188798
2020,United Kingdom,6.798,10.626,0.929,72.7,0.885,0.203,0.49,0.758,0.225,51.507351,-0.127758,10.7057377,7.332876712,14.20437158,197.5972603,15.51863014,1014.574521
2020,United States,7.028,11.001,0.937,68.1,0.85,0.034,0.678,0.787,0.295,38.907192,-77.036871,15.27704918,10.9442623,20.05191257,189.4,13.53442623,1017.802192
2020,Uruguay,6.31,9.937,0.921,69.2,0.908,-0.084,0.491,0.807,0.265,-34.901113,-56.164531,16.77322404,12.66393443,21.10601093,138.5737705,11.99262295,1015.448087
2020,Venezuela,4.574,0,0.805,66.9,0.612,0,0.811,0.722,0.396,10.480594,-66.903606,26.96584699,23.70376812,31.12637681,80.04105572,8.01516035,1012.686804
